"time","anomaly"
19910322,0.178143,
19910329,-0.564,
19910405,-0.837,
19910412,-0.613,
19910419,-0.479571,
19910426,-0.489,
19910503,-0.383714,
19910510,0.263143,
19910517,0.562429,
19910524,-2.31171,
19910531,-0.817429,
19910607,-0.809571,
19910614,-1.99486,
19910621,-1.28429,
19910628,-0.314143,
19910705,0.576,
19910712,-0.958857,
19910719,-1.16314,
19910726,-3.00514,
19910802,-1.598,
19910809,0.467571,
19910816,-0.351571,
19910823,0.363143,
19910830,0.932429,
19910906,-0.112714,
19910913,1.63671,
19910920,-1.56543,
19910927,-2.54371,
19911004,-2.95614,
19911011,-1.922,
19911018,0.182143,
19911025,1.07429,
19911101,2.01971,
19911108,-0.468,
19911115,-1.83514,
19911122,-1.31443,
19911129,-1.29886,
19911206,-2.198,
19911213,-1.59271,
19911220,-2.29743,
19911227,-1.95812,
19920104,-0.965571,
19920111,0.977857,
19920118,-0.362857,
19920125,0.580286,
19920201,-0.400143,
19920208,-0.723286,
19920215,-2.798,
19920222,-1.81714,
19920229,-0.795286,
19920307,-0.831143,
19920314,-1.04271,
19920321,-1.62514,
19920328,-0.731143,
19920404,-0.882714,
19920411,0.701857,
19920418,-0.272,
19920425,-0.656143,
19920502,-2.97386,
19920509,-1.57114,
19920516,-1.34986,
19920523,-2.36714,
19920530,-1.08443,
19920606,0.254571,
19920613,-1.74486,
19920620,-4.04657,
19920627,-3.59471,
19920704,-3.00714,
19920711,-1.61557,
19920718,1.46014,
19920725,0.728286,
19920801,0.139571,
19920808,-0.952714,
19920815,0.213714,
19920822,-1.00557,
19920829,0.393714,
19920905,-0.117286,
19920912,0.522857,
19920919,1.22614,
19920926,-0.108286,
19921003,-0.0514286,
19921010,0.869286,
19921017,-0.499571,
19921024,-1.00914,
19921031,-1.25943,
19921107,-0.153286,
19921114,0.980714,
19921121,0.347429,
19921128,-0.0995714,
19921205,0.382429,
19921212,1.04257,
19921219,0.0504286,
19921226,-0.370444,
19930104,-1.58214,
19930111,-1.70914,
19930118,-2.86614,
19930125,-1.83814,
19930201,-1.67714,
19930208,0.81,
19930215,0.756714,
19930222,1.056,
19930301,0.293857,
19930308,0.425571,
19930315,0.740571,
19930322,-0.976143,
19930329,-2.201,
19930405,0.321,
19930412,-0.515714,
19930419,0.153714,
19930426,0.386286,
19930503,1.35786,
19930510,0.904857,
19930517,1.69714,
19930524,1.52586,
19930531,-0.0582857,
19930607,0.123,
19930614,1.31871,
19930621,2.23,
19930628,1.56914,
19930705,1.37071,
19930712,1.92129,
19930719,3.574,
19930726,0.964,
19930802,1.40843,
19930809,0.397286,
19930816,0.871857,
19930823,1.09386,
19930830,1.66129,
19930906,2.053,
19930913,0.604429,
19930920,0.434571,
19930927,0.884429,
19931004,1.357,
19931011,1.02043,
19931018,0.397714,
19931025,0.458571,
19931101,-0.0267143,
19931108,0.223429,
19931115,0.0705714,
19931122,0.196571,
19931129,0.867714,
19931206,0.713143,
19931213,1.39943,
19931220,0.664714,
19931227,1.354,
19940104,-0.0345714,
19940111,0.633429,
19940118,0.723286,
19940125,1.37871,
19940201,0.634143,
19940208,1.39843,
19940215,1.26886,
19940222,1.07086,
19940301,0.728571,
19940308,0.438571,
19940315,0.562857,
19940322,0.997,
19940329,0.735429,
19940405,-0.019,
19940412,0.691714,
19940419,-2.07529,
19940426,0.757286,
19940503,2.28,
19940510,1.631,
19940517,-0.992429,
19940524,-1.84614,
19940531,-1.845,
19940607,0.296286,
19940614,-1.85429,
19940621,-2.67714,
19940628,-2.58914,
19940705,-0.422,
19940712,-0.956571,
19940719,-1.05129,
19940726,0.234429,
19940802,1.61729,
19940809,2.27214,
19940816,2.69457,
19940823,1.467,
19940830,0.487571,
19940906,0.794429,
19940913,-0.016,
19940920,-1.87314,
19940927,-2.80843,
19941004,-1.33514,
19941011,0.0398571,
19941018,-0.695143,
19941025,-0.165286,
19941101,-0.649429,
19941108,-1.11386,
19941115,-1.20386,
19941122,-0.876143,
19941129,0.14,
19941206,0.208714,
19941213,1.72786,
19941220,1.04357,
19941227,0.95075,
19950104,1.12514,
19950111,1.87029,
19950118,1.93643,
19950125,1.61786,
19950201,-0.228429,
19950208,0.998,
19950215,0.592571,
19950222,0.0217143,
19950301,0.597,
19950308,0.772714,
19950315,-0.372571,
19950322,-0.524571,
19950329,-1.00471,
19950405,-0.846857,
19950412,1.036,
19950419,1.90814,
19950426,0.795429,
19950503,0.587571,
19950510,0.646571,
19950517,1.25943,
19950524,2.22643,
19950531,2.005,
19950607,-1.25129,
19950614,-0.854857,
19950621,-0.815714,
19950628,-1.44114,
19950705,-2.34871,
19950712,-2.59829,
19950719,-3.45471,
19950726,-3.43743,
19950802,-2.96414,
19950809,-1.86114,
19950816,0.793571,
19950823,-0.304714,
19950830,0.465143,
19950906,-0.763143,
19950913,1.431,
19950920,2.15286,
19950927,2.07157,
19951004,0.633714,
19951011,-0.496429,
19951018,0.531143,
19951025,-0.982857,
19951101,0.381429,
19951108,-0.184857,
19951115,0.499714,
19951122,0.203143,
19951129,-0.223571,
19951206,1.435,
19951213,1.91229,
19951220,1.33486,
19951227,1.35337,
19960104,1.31186,
19960111,0.354429,
19960118,1.51,
19960125,-0.465429,
19960201,-2.86429,
19960208,-1.79714,
19960215,0.546571,
19960222,0.270857,
19960229,0.829143,
19960307,0.769857,
19960314,0.294286,
19960321,0.575857,
19960328,0.272571,
19960404,-0.379,
19960411,0.760857,
19960418,-0.174286,
19960425,-0.0967143,
19960502,0.825286,
19960509,1.25414,
19960516,1.40914,
19960523,0.332571,
19960530,0.942,
19960606,0.783429,
19960613,-0.753,
19960620,0.525,
19960627,-1.83,
19960704,0.66,
19960711,1.09271,
19960718,-0.496429,
19960725,-0.880571,
19960801,-1.04014,
19960808,-0.0694286,
19960815,-1.27557,
19960822,-1.32814,
19960829,-3.50657,
19960905,-3.42786,
19960912,-2.60743,
19960919,-0.369857,
19960926,1.44643,
19961003,0.0724286,
19961010,0.511143,
19961017,0.802714,
19961024,3.03986,
19961031,-0.691714,
19961107,-0.912286,
19961114,-2.698,
19961121,-1.96157,
19961128,-1.10586,
19961205,-0.547714,
19961212,-0.731714,
19961219,0.319286,
19961226,0.795333,
19970104,1.24329,
19970111,0.762,
19970118,0.105143,
19970125,-0.108571,
19970201,-1.57129,
19970208,-0.187857,
19970215,0.0885714,
19970222,0.134429,
19970301,0.580429,
19970308,0.829429,
19970315,0.970857,
19970322,0.169857,
19970329,0.687286,
19970405,-0.335,
19970412,0.522286,
19970419,-1.528,
19970426,-0.676286,
19970503,0.703,
19970510,1.99871,
19970517,0.106571,
19970524,0.576571,
19970531,1.18243,
19970607,0.150857,
19970614,0.556,
19970621,-1.97771,
19970628,-0.717571,
19970705,0.371857,
19970712,1.35929,
19970719,0.974143,
19970726,0.226857,
19970802,0.844429,
19970809,1.70429,
19970816,-0.461714,
19970823,0.627571,
19970830,0.889143,
19970906,0.0365714,
